'sample interval','BP'
13501,124.917
13502,123.492
13503,121.678
13504,119.604
13505,118.049
13506,116.106
13507,114.421
13508,112.996
13509,111.700
13510,110.145
13511,109.238
13512,107.942
13513,107.424
13514,106.646
13515,106.128
13516,105.998
13517,105.869
13518,106.128
13519,106.128
13520,106.128
13521,106.646
13522,107.294
13523,107.683
13524,108.201
13525,108.849
13526,109.627
13527,110.274
13528,110.663
13529,111.052
13530,111.182
13531,111.829
13532,111.829
13533,112.348
13534,112.477
13535,112.477
13536,112.348
13537,112.348
13538,111.959
13539,111.700
13540,111.311
13541,111.052
13542,110.793
13543,110.274
13544,109.756
13545,109.238
13546,108.719
13547,107.942
13548,107.424
13549,106.776
13550,106.387
13551,105.609
13552,105.221
13553,104.702
13554,103.925
13555,103.536
13556,103.018
13557,102.240
13558,102.240
13559,101.592
13560,101.463
13561,100.426
13562,100.556
13563,99.908
13564,99.778
13565,99.390
13566,98.871
13567,98.612
13568,98.353
13569,97.964
13570,97.575
13571,97.187
13572,97.187
13573,96.668
13574,96.280
13575,96.280
13576,95.891
13577,95.761
13578,95.502
13579,95.243
13580,94.854
13581,94.854
13582,94.465
13583,94.206
13584,94.077
13585,93.688
13586,93.688
13587,93.688
13588,93.299
13589,93.299
13590,93.040
13591,92.781
13592,92.781
13593,92.651
13594,92.263
13595,92.392
13596,92.003
13597,91.874
13598,91.874
13599,92.003
13600,91.485
13601,91.485
13602,91.355
13603,91.096
13604,91.226
13605,90.967
13606,90.837
13607,90.837
13608,90.578
13609,90.319
13610,90.060
13611,90.060
13612,89.671
13613,89.541
13614,89.412
13615,89.023
13616,89.023
13617,88.634
13618,88.634
13619,87.986
13620,87.857
13621,87.727
13622,87.468
13623,87.598
13624,87.209
13625,86.950
13626,86.690
13627,86.561
13628,86.302
13629,86.043
13630,85.913
13631,85.783
13632,85.524
13633,85.654
13634,85.265
13635,85.006
13636,84.617
13637,84.617
13638,84.876
13639,84.488
13640,84.358
13641,84.228
13642,84.228
13643,84.099
13644,83.969
13645,83.840
13646,83.840
13647,83.969
13648,83.969
13649,84.099
13650,84.228
13651,84.358
13652,85.006
13653,85.913
13654,87.338
13655,89.023
13656,91.096
13657,93.170
13658,95.891
13659,98.871
13660,101.722
13661,104.962
13662,108.460
13663,111.829
13664,115.458
13665,119.086
13666,122.844
13667,126.213
13668,129.582
13669,132.563
13670,135.673
13671,138.264
13672,140.597
13673,142.281
13674,143.707
13675,145.002
13676,145.521
13677,145.521
13678,145.132
13679,144.484
13680,143.707
13681,142.281
13682,140.726
13683,139.042
13684,137.487
13685,136.191
13686,133.988
13687,132.563
13688,131.267
13689,129.712
13690,128.286
13691,126.861
13692,125.954
13693,125.306
13694,124.788
13695,124.140
13696,123.751
13697,122.973
13698,123.492
13699,122.844
13700,123.103
13701,123.233
13702,123.492
13703,123.751
13704,123.881
13705,124.140
13706,124.399
13707,124.528
13708,124.788
13709,124.788
13710,124.788
13711,124.788
13712,124.399
13713,124.010
13714,123.621
13715,122.714
13716,121.807
13717,120.511
13718,119.475
13719,117.920
13720,116.235
13721,114.551
13722,112.866
13723,111.570
13724,110.015
13725,108.590
13726,107.294
13727,106.517
13728,105.350
13729,104.573
13730,104.054
13731,103.536
13732,102.888
13733,103.018
13734,103.147
13735,103.277
13736,103.407
13737,103.795
13738,104.314
13739,104.702
13740,105.221
13741,106.128
13742,106.517
13743,107.424
13744,107.812
13745,108.201
13746,108.849
13747,109.238
13748,109.367
13749,109.367
13750,109.756
13751,109.886
13752,109.886
13753,109.497
13754,109.367
13755,109.367
13756,108.719
13757,108.201
13758,107.553
13759,107.553
13760,106.776
13761,106.517
13762,105.739
13763,105.091
13764,104.573
13765,104.054
13766,103.536
13767,103.018
13768,102.500
13769,101.981
13770,101.463
13771,100.945
13772,100.426
13773,99.908
13774,99.649
13775,99.130
13776,98.742
13777,98.353
13778,98.094
13779,97.705
13780,97.575
13781,96.927
13782,96.798
13783,96.539
13784,96.280
13785,95.891
13786,95.632
13787,95.502
13788,95.243
13789,94.854
13790,94.336
13791,94.206
13792,94.206
13793,93.947
13794,93.688
13795,93.299
13796,93.299
13797,93.170
13798,92.910
13799,92.263
13800,92.263
13801,92.133
13802,92.003
13803,91.615
13804,91.355
13805,91.615
13806,91.226
13807,90.708
13808,90.837
13809,90.708
13810,90.578
13811,90.578
13812,90.319
13813,90.189
13814,89.800
13815,90.060
13816,89.671
13817,89.800
13818,89.541
13819,89.412
13820,89.153
13821,89.023
13822,88.893
13823,88.764
13824,88.505
13825,88.505
13826,88.116
13827,88.245
13828,87.468
13829,87.468
13830,87.468
13831,87.468
13832,86.950
13833,86.950
13834,86.690
13835,86.561
13836,86.431
13837,86.043
13838,85.913
13839,85.395
13840,85.524
13841,85.135
13842,84.876
13843,84.876
13844,84.876
13845,84.617
13846,84.488
13847,84.228
13848,84.228
13849,83.840
13850,83.840
13851,83.581
13852,83.840
13853,82.933
13854,83.321
13855,83.192
13856,82.673
13857,82.803
13858,82.803
13859,82.803
13860,82.544
13861,82.285
13862,82.285
13863,82.544
13864,82.803
13865,82.544
13866,82.803
13867,83.192
13868,84.099
13869,85.395
13870,86.561
13871,88.375
13872,90.967
13873,92.910
13874,95.761
13875,98.871
13876,101.981
13877,105.350
13878,108.979
13879,112.607
13880,116.365
13881,120.123
13882,123.751
13883,127.120
13884,130.489
13885,133.988
13886,136.839
13887,139.301
13888,141.504
13889,143.059
13890,144.484
13891,144.873
13892,145.521
13893,145.391
13894,145.002
13895,144.225
13896,143.318
13897,141.763
13898,140.208
13899,138.264
13900,136.839
13901,135.025
13902,133.210
13903,131.396
13904,129.971
13905,128.675
13906,127.379
13907,125.954
13908,125.047
13909,124.658
13910,124.010
13911,123.233
13912,122.844
13913,122.714
13914,122.585
13915,122.585
13916,122.455
13917,122.973
13918,123.103
13919,123.233
13920,123.492
13921,124.010
13922,124.269
13923,124.788
13924,124.658
13925,124.788
13926,125.047
13927,125.047
13928,124.788
13929,124.528
13930,124.140
13931,123.492
13932,122.585
13933,121.678
13934,120.382
13935,118.956
13936,117.401
13937,115.846
13938,113.903
13939,112.477
13940,110.793
13941,109.756
13942,108.201
13943,107.164
13944,106.128
13945,105.221
13946,104.573
13947,103.666
13948,103.536
13949,103.018
13950,103.018
13951,103.018
13952,103.277
13953,103.277
13954,103.925
13955,104.314
13956,104.832
13957,105.091
13958,105.739
13959,106.517
13960,106.905
13961,107.164
13962,107.942
13963,108.331
13964,108.331
13965,108.849
13966,109.108
13967,108.979
13968,109.108
13969,109.108
13970,108.719
13971,108.849
13972,108.460
13973,108.072
13974,107.683
13975,107.035
13976,106.646
13977,106.128
13978,105.609
13979,104.962
13980,104.443
13981,103.925
13982,103.536
13983,102.759
13984,102.240
13985,101.722
13986,101.074
13987,100.556
13988,100.297
13989,99.908
13990,99.260
13991,98.871
13992,98.353
13993,98.094
13994,97.705
13995,97.187
13996,96.927
13997,96.668
13998,96.280
13999,95.891
14000,95.632
14001,95.243
14002,94.984
14003,94.595
14004,94.595
14005,94.206
14006,93.818
14007,93.558
14008,93.429
14009,93.170
14010,92.651
14011,92.522
14012,92.133
14013,92.263
14014,91.744
14015,91.615
14016,91.226
14017,91.096
14018,90.837
14019,90.578
14020,90.578
14021,90.060
14022,90.060
14023,89.541
14024,89.541
14025,89.541
14026,89.412
14027,89.412
14028,89.023
14029,89.023
14030,89.023
14031,88.893
14032,88.505
14033,88.505
14034,88.375
14035,88.375
14036,88.116
14037,87.986
14038,87.986
14039,87.598
14040,87.727
14041,87.727
14042,87.468
14043,87.598
14044,87.468
14045,87.079
14046,86.950
14047,86.950
14048,86.561
14049,86.302
14050,85.913
14051,86.043
14052,85.913
14053,85.524
14054,85.395
14055,85.265
14056,85.006
14057,84.617
14058,84.488
14059,84.228
14060,84.228
14061,83.969
14062,83.710
14063,83.321
14064,83.321
14065,83.321
14066,83.321
14067,82.803
14068,82.673
14069,82.414
14070,82.285
14071,82.026
14072,81.766
14073,81.896
14074,81.248
14075,81.378
14076,81.248
14077,80.989
14078,80.989
14079,80.730
14080,80.730
14081,80.600
14082,80.730
14083,80.341
14084,80.730
14085,80.730
14086,81.248
14087,81.766
14088,82.155
14089,83.321
14090,84.617
14091,86.561
14092,88.893
14093,91.485
14094,94.595
14095,97.446
14096,100.685
14097,104.054
14098,107.812
14099,111.311
14100,115.458
14101,119.086
14102,122.844
14103,126.602
14104,130.101
14105,133.599
14106,136.580
14107,139.301
14108,141.763
14109,143.447
14110,145.002
14111,146.039
14112,146.557
14113,146.687
14114,146.039
14115,145.521
14116,144.225
14117,142.929
14118,141.374
14119,139.949
14120,137.875
14121,136.191
14122,134.506
14123,132.951
14124,131.396
14125,129.971
14126,128.675
14127,127.509
14128,126.213
14129,125.824
14130,125.047
14131,124.788
14132,124.269
14133,124.140
14134,124.010
14135,123.881
14136,124.140
14137,124.399
14138,124.788
14139,124.788
14140,125.176
14141,125.306
14142,125.824
14143,126.343
14144,126.731
14145,126.602
14146,127.120
14147,127.250
14148,127.379
14149,127.120
14150,126.861
14151,126.731
14152,125.954
14153,125.436
14154,124.399
14155,123.492
14156,122.066
14157,120.641
14158,118.956
14159,117.531
14160,115.328
14161,114.291
14162,112.348
14163,110.922
14164,109.627
14165,108.331
14166,106.776
14167,105.998
14168,105.091
14169,104.573
14170,103.536
14171,103.536
14172,103.277
14173,103.018
14174,102.759
14175,103.018
14176,103.407
14177,103.925
14178,104.314
14179,104.702
14180,105.350
14181,105.480
14182,105.998
14183,106.646
14184,107.164
14185,107.294
14186,108.201
14187,108.201
14188,108.201
14189,108.460
14190,108.849
14191,108.719
14192,108.719
14193,108.719
14194,108.590
14195,107.683
14196,107.812
14197,107.424
14198,106.905
14199,106.387
14200,105.739
14201,105.609
14202,105.091
14203,104.443
14204,103.925
14205,103.407
14206,102.888
14207,101.981
14208,101.722
14209,101.074
14210,100.556
14211,100.037
14212,99.519
14213,99.001
14214,98.742
14215,98.223
14216,97.705
14217,97.316
14218,96.927
14219,96.539
14220,96.150
14221,95.761
14222,95.243
14223,94.984
14224,94.595
14225,94.595
14226,94.077
14227,93.947
14228,93.170
14229,93.170
14230,93.040
14231,92.392
14232,92.392
14233,92.133
14234,92.003
14235,91.744
14236,91.485
14237,91.226
14238,91.096
14239,90.837
14240,90.578
14241,90.448
14242,90.319
14243,90.060
14244,89.800
14245,89.412
14246,89.153
14247,89.153
14248,89.023
14249,88.764
14250,88.505
14251,88.375
14252,88.505
14253,87.986
14254,88.116
14255,87.857
14256,87.857
14257,87.598
14258,87.468
14259,87.468
14260,87.338
14261,87.079
14262,87.209
14263,86.820
14264,86.950
14265,86.950
14266,86.431
14267,86.431
14268,86.302
14269,86.043
14270,85.913
14271,85.913
14272,85.913
14273,85.913
14274,85.395
14275,85.135
14276,85.135
14277,84.876
14278,84.488
14279,84.358
14280,84.358
14281,84.099
14282,83.581
14283,83.451
14284,83.321
14285,83.062
14286,82.933
14287,82.803
14288,82.673
14289,82.155
14290,82.285
14291,81.766
14292,81.766
14293,81.248
14294,81.248
14295,80.989
14296,80.859
14297,80.730
14298,80.600
14299,80.341
14300,80.341
14301,80.082
14302,80.082
14303,79.823
14304,79.693
14305,79.434
14306,79.434
14307,79.304
14308,79.175
14309,79.304
14310,78.916
14311,79.175
14312,79.175
14313,79.693
14314,79.952
14315,80.859
14316,82.155
14317,83.581
14318,85.395
14319,87.209
14320,90.060
14321,92.781
14322,96.150
14323,99.390
14324,102.759
14325,106.646
14326,110.145
14327,113.903
14328,117.790
14329,121.289
14330,125.306
14331,128.546
14332,132.044
14333,135.025
14334,137.616
14335,140.338
14336,141.892
14337,143.318
14338,144.225
14339,144.743
14340,144.743
14341,144.355
14342,143.707
14343,142.800
14344,141.374
14345,139.819
14346,138.135
14347,136.709
14348,134.765
14349,133.081
14350,131.396
14351,129.712
14352,128.416
14353,127.120
14354,125.565
14355,124.788
14356,124.010
14357,123.233
14358,122.585
14359,122.196
14360,121.937
14361,121.548
14362,121.807
14363,121.548
14364,121.678
14365,122.326
14366,122.326
14367,122.714
14368,122.973
14369,123.362
14370,123.492
14371,123.881
14372,124.140
14373,124.399
14374,124.658
14375,124.658
14376,124.399
14377,124.269
14378,123.751
14379,123.233
14380,122.455
14381,121.419
14382,120.123
14383,119.086
14384,117.790
14385,116.106
14386,114.421
14387,112.607
14388,111.311
14389,109.886
14390,108.590
14391,106.905
14392,105.739
14393,104.832
14394,103.925
14395,103.018
14396,102.240
14397,101.981
14398,101.722
14399,101.463
14400,101.463
14401,101.463
14402,101.463
14403,101.981
14404,102.370
14405,102.500
14406,103.018
14407,103.666
14408,103.795
14409,104.573
14410,104.832
14411,105.609
14412,105.609
14413,105.998
14414,106.387
14415,106.517
14416,106.387
14417,106.517
14418,106.646
14419,106.517
14420,106.128
14421,106.128
14422,105.609
14423,105.221
14424,105.221
14425,104.702
14426,104.054
14427,103.536
14428,103.147
14429,102.240
14430,101.981
14431,101.204
14432,100.945
14433,100.426
14434,100.037
14435,99.390
14436,98.871
14437,98.353
14438,97.835
14439,97.446
14440,97.057
14441,96.280
14442,96.020
14443,95.761
14444,95.372
14445,94.465
14446,94.595
14447,94.336
14448,93.818
14449,93.688
14450,93.170
14451,92.781
14452,92.522
14453,92.133
14454,91.874
14455,91.485
14456,91.355
14457,91.226
14458,90.837
14459,90.578
14460,90.319
14461,90.060
14462,89.930
14463,89.930
14464,89.412
14465,89.541
14466,89.153
14467,88.764
14468,88.505
14469,88.505
14470,88.116
14471,87.986
14472,87.986
14473,87.727
14474,87.468
14475,87.338
14476,86.950
14477,87.079
14478,86.431
14479,86.820
14480,86.431
14481,86.043
14482,86.172
14483,85.913
14484,85.913
14485,85.913
14486,85.913
14487,85.654
14488,85.395
14489,85.524
14490,85.265
14491,84.876
14492,85.135
14493,84.876
14494,84.876
14495,84.876
14496,84.488
14497,84.358
14498,84.228
14499,83.840
14500,83.710
14501,83.710
14502,83.321
14503,83.192
14504,82.673
14505,82.803
14506,82.285
14507,82.155
14508,82.026
14509,81.896
14510,81.766
14511,81.507
14512,81.248
14513,80.730
14514,81.248
14515,80.600
14516,80.341
14517,80.211
14518,80.082
14519,79.823
14520,79.693
14521,79.563
14522,79.434
14523,79.175
14524,79.175
14525,78.786
14526,78.656
14527,78.397
14528,78.656
14529,78.138
14530,78.138
14531,78.008
14532,78.008
14533,77.879
14534,77.879
14535,77.749
14536,77.620
14537,77.620
14538,77.879
14539,78.138
14540,78.656
14541,79.045
14542,80.211
14543,81.507
14544,83.710
14545,85.654
14546,88.116
14547,90.837
14548,93.818
14549,96.927
14550,100.167
14551,103.536
14552,107.164
14553,111.182
14554,114.939
14555,118.568
14556,121.937
14557,125.436
14558,128.416
14559,131.656
14560,134.377
14561,136.450
14562,138.135
14563,139.560
14564,140.467
14565,140.985
14566,140.985
14567,140.856
14568,140.078
14569,139.171
14570,137.616
14571,136.191
14572,134.636
14573,132.692
14574,130.878
14575,128.934
14576,127.379
14577,125.565
14578,123.881
14579,122.455
14580,121.159
14581,120.123
14582,119.086
14583,118.049
14584,117.531
14585,117.013
14586,116.883
14587,116.106
14588,115.976
14589,116.365
14590,115.976
14591,116.365
14592,116.494
14593,116.883
14594,117.013
14595,117.272
14596,117.790
14597,118.049
14598,118.049
14599,118.309
14600,118.179
14601,118.179
14602,117.790
14603,117.531
14604,117.142
14605,116.494
14606,115.458
14607,114.421
14608,112.996
14609,111.829
14610,110.404
14611,108.719
14612,107.294
14613,106.517
14614,105.091
14615,103.536
14616,102.759
14617,101.852
14618,100.945
14619,100.167
14620,99.778
14621,99.260
14622,99.260
14623,98.871
14624,99.130
14625,98.871
14626,99.390
14627,99.390
14628,99.778
14629,100.297
14630,100.685
14631,100.945
14632,101.722
14633,101.852
14634,102.500
14635,102.888
14636,103.147
14637,103.277
14638,103.666
14639,103.536
14640,103.925
14641,104.054
14642,103.795
14643,103.795
14644,103.536
14645,103.018
14646,103.147
14647,102.500
14648,101.852
14649,101.852
14650,101.074
14651,100.426
14652,100.297
14653,99.908
14654,99.260
14655,98.612
14656,97.964
14657,97.835
14658,97.316
14659,96.798
14660,96.280
14661,95.761
14662,95.372
14663,95.243
14664,94.595
14665,94.336
14666,93.688
14667,93.429
14668,92.910
14669,92.910
14670,92.651
14671,92.263
14672,92.003
14673,91.615
14674,91.226
14675,90.967
14676,90.967
14677,90.448
14678,90.448
14679,90.060
14680,89.541
14681,89.541
14682,89.023
14683,88.893
14684,88.764
14685,88.505
14686,88.505
14687,87.986
14688,87.857
14689,87.598
14690,87.468
14691,87.079
14692,86.820
14693,87.079
14694,86.820
14695,86.431
14696,86.172
14697,86.043
14698,85.913
14699,85.913
14700,85.395
14701,85.654
14702,85.135
14703,85.135
14704,84.876
14705,84.747
14706,84.747
14707,84.617
14708,84.228
14709,84.358
14710,84.228
14711,83.969
14712,83.840
14713,83.840
14714,83.710
14715,83.581
14716,83.451
14717,83.192
14718,82.933
14719,82.933
14720,82.414
14721,82.285
14722,82.026
14723,81.766
14724,81.637
14725,81.378
14726,81.248
14727,80.859
14728,80.989
14729,80.859
14730,80.341
14731,80.471
14732,80.471
14733,79.823
14734,79.952
14735,79.693
14736,79.693
14737,79.563
14738,79.175
14739,79.175
14740,79.175
14741,78.916
14742,78.527
14743,78.656
14744,78.656
14745,78.138
14746,78.138
14747,78.008
14748,77.879
14749,78.008
14750,77.749
14751,77.620
14752,77.749
14753,77.620
14754,77.490
14755,77.620
14756,78.008
14757,78.397
14758,79.175
14759,80.082
14760,81.766
14761,83.451
14762,85.654
14763,88.375
14764,90.967
14765,94.206
14766,97.057
14767,100.426
14768,103.925
14769,107.424
14770,111.052
14771,114.939
14772,118.309
14773,121.678
14774,124.788
14775,127.898
14776,130.489
14777,133.340
14778,135.154
14779,136.709
14780,138.005
14781,138.783
14782,139.171
14783,139.301
14784,138.653
14785,137.746
14786,136.709
14787,135.154
14788,133.599
14789,131.785
14790,129.971
14791,128.027
14792,126.343
14793,124.528
14794,122.714
14795,121.159
14796,119.604
14797,118.179
14798,116.754
14799,115.976
14800,114.939
14801,114.162
14802,113.514
14803,113.255
14804,112.866
14805,112.348
14806,112.477
14807,112.348
14808,112.348
14809,112.348
14810,112.607
14811,112.996
14812,112.866
14813,113.384
14814,113.644
14815,113.644
14816,113.514
14817,113.514
14818,113.255
14819,112.737
14820,112.348
14821,111.441
14822,110.793
14823,109.627
14824,108.719
14825,107.035
14826,105.998
14827,104.962
14828,103.536
14829,102.111
14830,101.333
14831,100.426
14832,99.390
14833,98.612
14834,97.964
14835,97.446
14836,97.057
14837,96.927
14838,97.057
14839,97.057
14840,97.316
14841,97.575
14842,97.835
14843,98.353
14844,98.742
14845,99.519
14846,99.649
14847,100.426
14848,100.685
14849,101.204
14850,101.463
14851,101.981
14852,102.111
14853,102.500
14854,102.629
14855,102.500
14856,102.759
14857,102.240
14858,102.111
14859,101.852
14860,101.852
14861,101.463
14862,100.685
14863,100.426
14864,100.167
14865,99.778
14866,99.001
14867,98.482
14868,98.353
14869,97.316
14870,96.798
14871,96.409
14872,95.891
14873,95.243
14874,94.725
14875,94.465
14876,94.206
14877,93.688
14878,93.170
14879,92.781
14880,92.651
14881,92.133
14882,92.133
14883,91.615
14884,91.355
14885,91.096
14886,90.837
14887,90.448
14888,90.319
14889,90.060
14890,89.541
14891,89.541
14892,89.023
14893,89.153
14894,88.893
14895,88.764
14896,88.116
14897,88.375
14898,87.857
14899,87.468
14900,87.209
14901,87.209
14902,86.820
14903,86.950
14904,86.431
14905,86.302
14906,86.172
14907,86.043
14908,85.654
14909,85.395
14910,85.265
14911,85.135
14912,85.135
14913,84.876
14914,84.876
14915,84.617
14916,84.358
14917,84.228
14918,84.099
14919,83.969
14920,83.840
14921,83.710
14922,83.581
14923,83.581
14924,83.321
14925,82.933
14926,82.933
14927,82.803
14928,82.803
14929,82.414
14930,82.414
14931,82.026
14932,82.155
14933,81.766
14934,81.766
14935,81.378
14936,81.248
14937,81.248
14938,80.730
14939,80.859
14940,80.730
14941,80.471
14942,80.211
14943,79.823
14944,79.693
14945,79.693
14946,79.563
14947,79.175
14948,79.304
14949,79.175
14950,78.916
14951,78.786
14952,78.916
14953,78.656
14954,78.397
14955,78.138
14956,78.138
14957,78.138
14958,77.620
14959,77.749
14960,77.620
14961,77.361
14962,77.620
14963,77.361
14964,77.361
14965,77.231
14966,77.361
14967,77.361
14968,77.879
14969,77.879
14970,79.175
14971,80.471
14972,81.896
14973,83.969
14974,86.431
14975,89.153
14976,92.133
14977,95.243
14978,98.353
14979,101.981
14980,105.739
14981,109.238
14982,112.866
14983,116.624
14984,120.511
14985,123.881
14986,126.861
14987,129.971
14988,132.563
14989,134.895
14990,137.098
14991,138.394
14992,139.430
14993,139.949
14994,140.338
14995,139.949
14996,139.430
14997,138.523
14998,137.228
14999,135.673
15000,133.858
15001,132.174
15002,130.360
15003,128.675
15004,126.472
15005,124.917
15006,123.233
15007,121.807
15008,120.252
15009,119.086
15010,118.049
15011,116.883
15012,116.235
15013,115.458
15014,114.939
15015,114.421
15016,114.162
15017,114.032
15018,113.903
15019,114.032
15020,114.162
15021,114.421
15022,114.551
15023,114.680
15024,114.939
15025,115.199
15026,115.458
15027,115.846
15028,115.587
15029,115.587
15030,115.458
15031,115.199
15032,114.680
15033,113.903
15034,113.255
15035,112.218
15036,111.182
15037,110.015
15038,108.590
15039,107.294
15040,105.869
15041,104.314
15042,103.147
15043,101.981
15044,100.815
15045,99.908
15046,99.001
15047,98.612
15048,97.835
15049,97.575
15050,97.316
15051,97.316
15052,97.446
15053,97.575
15054,97.705
15055,97.835
15056,98.353
15057,98.871
15058,99.390
15059,99.908
15060,100.297
15061,100.945
15062,101.333
15063,101.722
15064,101.981
15065,102.111
15066,102.500
15067,102.759
15068,103.147
15069,102.759
15070,102.759
15071,102.500
15072,102.500
15073,101.981
15074,101.981
15075,101.333
15076,101.074
15077,100.556
15078,100.037
15079,99.130
15080,99.001
15081,98.353
15082,97.835
15083,97.446
15084,96.927
15085,96.409
15086,95.761
15087,95.372
15088,94.984
15089,94.336
15090,93.688
15091,93.429
15092,93.040
15093,92.651
15094,92.263
15095,91.615
15096,91.485
15097,91.226
15098,90.967
15099,90.837
15100,90.060
15101,89.930
15102,89.541
15103,89.412
15104,89.153
15105,88.634
15106,88.505
15107,88.375
15108,87.986
15109,87.727
15110,87.468
15111,87.338
15112,86.950
15113,86.561
15114,86.561
15115,86.172
15116,86.172
15117,85.654
15118,85.654
15119,85.654
15120,85.395
15121,85.135
15122,85.006
15123,84.876
15124,84.358
15125,84.488
15126,84.099
15127,84.099
15128,83.840
15129,84.099
15130,83.840
15131,83.840
15132,83.710
15133,83.710
15134,83.710
15135,83.321
15136,83.321
15137,83.192
15138,83.062
15139,82.933
15140,82.803
15141,82.544
15142,82.285
15143,82.285
15144,82.285
15145,81.766
15146,81.637
15147,81.637
15148,81.378
15149,81.248
15150,80.859
15151,80.859
15152,80.730
15153,80.471
15154,80.471
15155,80.082
15156,80.082
15157,79.693
15158,79.304
15159,79.434
15160,78.786
15161,78.916
15162,78.786
15163,78.656
15164,78.268
15165,78.268
15166,77.749
15167,77.620
15168,77.620
15169,77.231
15170,77.361
15171,77.101
15172,77.101
15173,76.842
15174,77.101
15175,76.713
15176,77.101
15177,77.101
15178,77.620
15179,78.138
15180,79.175
15181,80.082
15182,81.896
15183,83.840
15184,86.431
15185,89.023
15186,91.874
15187,95.372
15188,98.353
15189,102.370
15190,106.128
15191,110.274
15192,113.903
15193,117.661
15194,121.548
15195,125.176
15196,128.675
15197,132.044
15198,134.895
15199,137.487
15200,139.301
15201,140.985
15202,142.411
15203,143.188
15204,143.318
15205,143.188
15206,142.670
15207,141.763
15208,140.467
15209,139.301
15210,137.487
15211,135.673
15212,134.118
15213,132.174
15214,130.101
15215,128.934
15216,127.379
15217,125.695
15218,124.399
15219,123.362
15220,122.196
15221,121.548
15222,120.900
15223,120.252
15224,119.734
15225,119.345
15226,119.345
15227,119.475
15228,119.475
15229,119.475
15230,119.734
15231,119.993
15232,120.641
15233,121.159
15234,121.159
15235,121.419
15236,121.807
15237,122.066
15238,121.937
15239,122.326
15240,122.196
15241,122.455
15242,121.807
15243,121.548
15244,121.159
15245,120.252
15246,119.604
15247,118.568
15248,117.142
15249,115.976
15250,114.680
15251,113.125
15252,111.441
15253,109.756
15254,108.072
15255,106.776
15256,105.350
15257,104.184
15258,103.018
15259,101.981
15260,100.815
15261,100.297
15262,99.778
15263,99.130
15264,98.871
15265,98.871
15266,98.612
15267,98.353
15268,98.871
15269,99.001
15270,99.390
15271,99.519
15272,99.908
15273,100.297
15274,100.556
15275,100.685
15276,101.074
15277,101.592
15278,101.722
15279,101.981
15280,102.111
15281,102.111
15282,102.370
15283,102.370
15284,102.240
15285,101.852
15286,101.592
15287,101.204
15288,100.815
15289,100.685
15290,100.297
15291,99.778
15292,99.649
15293,99.260
15294,98.612
15295,98.094
15296,97.446
15297,97.187
15298,96.668
15299,96.280
15300,95.502
15301,95.113
15302,94.595
15303,94.206
15304,93.947
15305,93.429
15306,93.040
15307,92.522
15308,92.133
15309,92.003
15310,91.615
15311,90.967
15312,90.967
15313,90.578
15314,90.189
15315,89.930
15316,89.930
15317,89.412
15318,89.412
15319,89.282
15320,89.023
15321,88.634
15322,88.505
15323,88.375
15324,88.116
15325,88.116
15326,87.857
15327,87.857
15328,87.468
15329,87.468
15330,87.209
15331,87.338
15332,86.820
15333,86.950
15334,86.561
15335,86.561
15336,86.172
15337,86.302
15338,85.783
15339,85.913
15340,85.783
15341,85.524
15342,84.876
15343,85.265
15344,84.876
15345,84.358
15346,84.099
15347,83.969
15348,83.710
15349,83.451
15350,82.933
15351,82.803
15352,82.803
15353,82.414
15354,82.155
15355,82.026
15356,81.766
15357,81.637
15358,81.248
15359,80.859
15360,80.730
15361,80.600
15362,80.341
15363,79.823
15364,79.693
15365,79.563
15366,79.175
15367,78.916
15368,78.916
15369,78.656
15370,78.138
15371,78.008
15372,77.620
15373,77.620
15374,77.749
15375,77.490
15376,77.361
15377,77.101
15378,77.231
15379,77.361
15380,77.361
15381,77.749
15382,78.008
15383,78.656
15384,80.211
15385,81.766
15386,83.969
15387,86.431
15388,89.282
15389,92.263
15390,95.761
15391,98.871
15392,102.500
15393,106.517
15394,110.015
15395,114.032
15396,117.661
15397,121.419
15398,125.176
15399,128.416
15400,131.785
15401,134.377
15402,136.968
15403,138.912
15404,140.467
15405,141.374
15406,142.152
15407,142.022
15408,141.763
15409,141.374
15410,140.208
15411,138.783
15412,137.228
15413,135.413
15414,133.470
15415,131.785
15416,129.712
15417,127.638
15418,125.824
15419,124.269
15420,122.714
15421,121.159
15422,120.123
15423,119.345
15424,118.049
15425,117.531
15426,116.883
15427,116.494
15428,116.235
15429,116.106
15430,116.235
15431,116.365
15432,116.494
15433,116.883
15434,117.272
15435,117.661
15436,118.049
15437,118.827
15438,118.956
15439,119.604
15440,119.734
15441,119.993
15442,119.993
15443,119.993
15444,119.864
15445,119.475
15446,118.568
15447,118.179
15448,117.013
15449,115.717
15450,114.421
15451,113.384
15452,111.829
15453,110.404
15454,108.719
15455,107.683
15456,106.128
15457,104.962
15458,104.054
15459,103.018
15460,101.981
15461,101.592
15462,101.463
15463,100.815
15464,100.685
15465,100.815
15466,100.556
15467,100.815
15468,101.333
15469,101.463
15470,101.852
15471,101.981
15472,102.629
15473,103.147
15474,103.536
15475,103.795
15476,103.925
15477,104.184
15478,104.702
15479,104.573
15480,104.702
15481,104.573
15482,104.314
15483,104.314
15484,103.795
15485,103.407
15486,103.018
15487,102.500
15488,101.463
15489,101.204
15490,100.426
15491,99.908
15492,99.001
15493,98.482
15494,97.835
15495,97.316
15496,96.409
15497,95.891
15498,95.372
