'Elapsed time','SO2'
'0:14.072',93.011
'0:14.076',92.950
'0:14.080',93.133
'0:14.084',93.072
'0:14.088',92.889
'0:14.092',92.889
'0:14.096',93.072
'0:14.100',92.950
'0:14.104',92.828
'0:14.108',93.072
'0:14.112',93.072
'0:14.116',92.950
'0:14.120',92.889
'0:14.124',93.072
'0:14.128',92.889
'0:14.132',93.011
'0:14.136',93.072
'0:14.140',93.072
'0:14.144',92.889
'0:14.148',93.011
'0:14.152',93.133
'0:14.156',93.072
'0:14.160',92.889
'0:14.164',93.011
'0:14.168',93.133
'0:14.172',92.950
'0:14.176',93.011
'0:14.180',93.072
'0:14.184',93.072
'0:14.188',92.828
'0:14.192',93.072
'0:14.196',93.133
'0:14.200',92.889
'0:14.204',92.828
'0:14.208',93.133
'0:14.212',93.072
'0:14.216',92.889
'0:14.220',93.072
'0:14.224',93.133
'0:14.228',93.072
'0:14.232',92.889
'0:14.236',93.133
'0:14.240',93.072
'0:14.244',92.889
'0:14.248',92.950
'0:14.252',93.133
'0:14.256',93.011
'0:14.260',92.828
'0:14.264',93.011
'0:14.268',93.011
'0:14.272',92.950
'0:14.276',92.889
'0:14.280',93.072
'0:14.284',93.011
'0:14.288',92.889
'0:14.292',92.950
'0:14.296',93.072
'0:14.300',92.950
'0:14.304',92.889
'0:14.308',92.950
'0:14.312',92.950
'0:14.316',93.072
'0:14.320',92.950
'0:14.324',93.011
'0:14.328',92.889
'0:14.332',92.950
'0:14.336',93.133
'0:14.340',93.072
'0:14.344',92.828
'0:14.348',93.072
'0:14.352',93.133
'0:14.356',92.889
'0:14.360',92.950
'0:14.364',93.011
'0:14.368',93.072
'0:14.372',92.889
'0:14.376',93.011
'0:14.380',93.072
'0:14.384',93.133
'0:14.388',92.766
'0:14.392',93.133
'0:14.396',93.133
'0:14.400',93.011
'0:14.404',92.950
'0:14.408',93.133
'0:14.412',93.133
'0:14.416',92.889
'0:14.420',93.072
'0:14.424',93.133
'0:14.428',93.011
'0:14.432',92.889
'0:14.436',93.194
'0:14.440',93.072
'0:14.444',92.889
'0:14.448',92.950
'0:14.452',93.256
'0:14.456',93.072
'0:14.460',92.889
'0:14.464',93.072
'0:14.468',93.133
'0:14.472',93.011
'0:14.476',93.011
'0:14.480',93.133
'0:14.484',92.889
'0:14.488',92.828
'0:14.492',92.950
'0:14.496',93.133
'0:14.500',92.950
'0:14.504',92.950
'0:14.508',93.011
'0:14.512',93.072
'0:14.516',93.072
'0:14.520',93.133
'0:14.524',93.133
'0:14.528',92.889
'0:14.532',93.072
'0:14.536',93.133
'0:14.540',93.072
'0:14.544',92.889
'0:14.548',93.072
'0:14.552',93.194
'0:14.556',93.072
'0:14.560',92.889
'0:14.564',93.072
'0:14.568',93.133
'0:14.572',92.828
'0:14.576',93.072
'0:14.580',93.133
'0:14.584',93.072
'0:14.588',92.766
'0:14.592',93.072
'0:14.596',93.133
'0:14.600',93.011
'0:14.604',92.889
'0:14.608',93.133
'0:14.612',93.133
'0:14.616',92.889
'0:14.620',93.133
'0:14.624',93.133
'0:14.628',92.950
'0:14.632',92.889
'0:14.636',93.133
'0:14.640',93.072
'0:14.644',92.889
'0:14.648',92.889
'0:14.652',93.133
'0:14.656',93.011
'0:14.660',92.889
'0:14.664',93.011
'0:14.668',93.072
'0:14.672',92.889
'0:14.676',92.889
'0:14.680',93.133
'0:14.684',92.950
'0:14.688',92.889
'0:14.692',93.011
'0:14.696',93.133
'0:14.700',92.950
'0:14.704',93.133
'0:14.708',93.072
'0:14.712',93.072
'0:14.716',93.072
'0:14.720',93.133
'0:14.724',93.072
'0:14.728',92.889
'0:14.732',93.072
'0:14.736',93.133
'0:14.740',93.072
'0:14.744',92.828
'0:14.748',93.072
'0:14.752',93.133
'0:14.756',92.950
'0:14.760',92.889
'0:14.764',93.133
'0:14.768',93.072
'0:14.772',92.889
'0:14.776',93.011
'0:14.780',93.133
'0:14.784',93.011
'0:14.788',92.828
'0:14.792',93.133
'0:14.796',93.133
'0:14.800',93.072
'0:14.804',92.889
'0:14.808',93.133
'0:14.812',93.011
'0:14.816',92.889
'0:14.820',93.011
'0:14.824',93.133
'0:14.828',92.889
'0:14.832',92.889
'0:14.836',93.194
'0:14.840',93.011
'0:14.844',92.889
'0:14.848',92.889
'0:14.852',93.072
'0:14.856',92.889
'0:14.860',92.889
'0:14.864',93.011
'0:14.868',93.011
'0:14.872',92.889
'0:14.876',92.950
'0:14.880',93.133
'0:14.884',93.011
'0:14.888',93.011
'0:14.892',93.072
'0:14.896',93.133
'0:14.900',92.889
'0:14.904',93.133
'0:14.908',93.133
'0:14.912',93.011
'0:14.916',92.950
'0:14.920',93.072
'0:14.924',93.072
'0:14.928',93.011
'0:14.932',93.011
'0:14.936',93.194
'0:14.940',93.011
'0:14.944',92.889
'0:14.948',93.133
'0:14.952',93.133
'0:14.956',92.889
'0:14.960',92.828
'0:14.964',93.133
'0:14.968',93.133
'0:14.972',92.889
'0:14.976',93.072
'0:14.980',93.133
'0:14.984',93.072
'0:14.988',92.828
'0:14.992',93.133
'0:14.996',93.133
'0:15.000',92.950
'0:15.004',92.889
'0:15.008',93.133
'0:15.012',92.950
'0:15.016',93.011
'0:15.020',93.011
'0:15.024',93.133
'0:15.028',92.950
'0:15.032',92.950
'0:15.036',93.133
'0:15.040',92.950
'0:15.044',92.889
'0:15.048',92.889
'0:15.052',93.133
'0:15.056',92.828
'0:15.060',92.950
'0:15.064',92.950
'0:15.068',93.072
'0:15.072',92.889
'0:15.076',93.011
'0:15.080',93.133
'0:15.084',93.011
'0:15.088',93.011
'0:15.092',93.011
'0:15.096',93.133
'0:15.100',92.889
'0:15.104',93.072
'0:15.108',93.133
'0:15.112',92.950
'0:15.116',92.950
'0:15.120',93.133
'0:15.124',93.011
'0:15.128',92.889
'0:15.132',93.072
'0:15.136',93.133
'0:15.140',93.011
'0:15.144',92.828
'0:15.148',93.072
'0:15.152',93.133
'0:15.156',92.889
'0:15.160',92.889
'0:15.164',93.133
'0:15.168',93.011
'0:15.172',92.889
'0:15.176',93.133
'0:15.180',93.194
'0:15.184',92.889
'0:15.188',92.889
'0:15.192',93.072
'0:15.196',93.133
'0:15.200',93.072
'0:15.204',92.889
'0:15.208',93.072
'0:15.212',93.011
'0:15.216',92.950
'0:15.220',92.889
'0:15.224',93.011
'0:15.228',92.889
'0:15.232',92.950
'0:15.236',93.133
'0:15.240',92.889
'0:15.244',92.889
'0:15.248',92.950
'0:15.252',93.194
'0:15.256',92.828
'0:15.260',92.950
'0:15.264',92.950
'0:15.268',92.950
'0:15.272',92.889
'0:15.276',93.011
'0:15.280',93.072
'0:15.284',93.011
'0:15.288',93.011
'0:15.292',93.072
'0:15.296',93.133
'0:15.300',92.950
'0:15.304',93.133
'0:15.308',93.133
'0:15.312',93.011
'0:15.316',92.889
'0:15.320',93.133
'0:15.324',93.072
'0:15.328',92.889
'0:15.332',92.889
'0:15.336',93.133
'0:15.340',92.889
'0:15.344',92.766
'0:15.348',93.011
'0:15.352',93.133
'0:15.356',92.889
'0:15.360',92.889
'0:15.364',93.133
'0:15.368',93.072
'0:15.372',92.889
'0:15.376',92.950
'0:15.380',93.133
'0:15.384',93.011
'0:15.388',92.889
'0:15.392',93.072
'0:15.396',93.072
'0:15.400',93.011
'0:15.404',92.950
'0:15.408',93.011
'0:15.412',92.889
'0:15.416',92.889
'0:15.420',92.950
'0:15.424',93.072
'0:15.428',92.889
'0:15.432',92.950
'0:15.436',93.133
'0:15.440',92.889
'0:15.444',92.889
'0:15.448',93.011
'0:15.452',93.072
'0:15.456',92.889
'0:15.460',93.011
'0:15.464',92.950
'0:15.468',92.950
'0:15.472',92.889
'0:15.476',93.011
'0:15.480',93.072
'0:15.484',93.072
'0:15.488',93.011
'0:15.492',93.133
'0:15.496',93.072
'0:15.500',92.950
'0:15.504',93.133
'0:15.508',93.133
'0:15.512',93.011
'0:15.516',92.889
'0:15.520',93.133
'0:15.524',93.011
'0:15.528',92.889
'0:15.532',93.011
'0:15.536',93.194
'0:15.540',93.011
'0:15.544',92.889
'0:15.548',93.133
'0:15.552',93.133
'0:15.556',93.011
'0:15.560',92.889
'0:15.564',93.133
'0:15.568',93.072
'0:15.572',92.950
'0:15.576',93.011
'0:15.580',93.133
'0:15.584',93.011
'0:15.588',93.011
'0:15.592',93.072
'0:15.596',93.072
'0:15.600',92.950
'0:15.604',92.950
'0:15.608',93.133
'0:15.612',92.889
'0:15.616',92.889
'0:15.620',93.011
'0:15.624',92.950
'0:15.628',92.889
'0:15.632',92.950
'0:15.636',93.011
'0:15.640',92.889
'0:15.644',92.950
'0:15.648',93.011
'0:15.652',93.072
'0:15.656',92.889
'0:15.660',93.011
'0:15.664',93.133
'0:15.668',93.133
'0:15.672',92.889
'0:15.676',93.133
'0:15.680',93.072
'0:15.684',92.950
'0:15.688',92.950
'0:15.692',93.133
'0:15.696',93.072
'0:15.700',92.889
'0:15.704',93.072
'0:15.708',93.011
'0:15.712',92.950
'0:15.716',92.889
'0:15.720',93.133
'0:15.724',92.950
'0:15.728',92.889
'0:15.732',92.950
'0:15.736',93.133
'0:15.740',93.072
'0:15.744',92.889
'0:15.748',93.072
'0:15.752',93.133
'0:15.756',92.950
'0:15.760',92.889
'0:15.764',93.194
'0:15.768',93.011
'0:15.772',92.889
'0:15.776',93.011
'0:15.780',93.133
'0:15.784',92.950
'0:15.788',92.950
'0:15.792',92.950
'0:15.796',92.950
'0:15.800',92.889
'0:15.804',92.950
'0:15.808',92.950
'0:15.812',92.828
'0:15.816',92.889
'0:15.820',92.889
'0:15.824',92.889
'0:15.828',92.705
'0:15.832',92.889
'0:15.836',92.889
'0:15.840',92.950
'0:15.844',92.889
'0:15.848',92.889
'0:15.852',92.950
'0:15.856',92.889
'0:15.860',93.011
'0:15.864',92.889
'0:15.868',92.889
'0:15.872',92.766
'0:15.876',92.889
'0:15.880',92.889
'0:15.884',92.889
'0:15.888',92.828
'0:15.892',92.950
'0:15.896',92.889
'0:15.900',92.766
'0:15.904',93.011
'0:15.908',92.889
'0:15.912',92.889
'0:15.916',92.766
'0:15.920',93.072
'0:15.924',92.828
'0:15.928',92.705
'0:15.932',92.828
'0:15.936',93.072
'0:15.940',92.889
'0:15.944',92.828
'0:15.948',92.889
'0:15.952',92.950
'0:15.956',92.766
'0:15.960',92.889
'0:15.964',93.072
'0:15.968',92.889
'0:15.972',92.889
'0:15.976',92.766
'0:15.980',92.950
'0:15.984',92.889
'0:15.988',92.766
'0:15.992',92.828
'0:15.996',92.889
'0:16.000',92.889
'0:16.004',92.889
'0:16.008',92.889
'0:16.012',92.766
'0:16.016',92.889
'0:16.020',92.950
'0:16.024',92.889
'0:16.028',92.705
'0:16.032',92.950
'0:16.036',92.950
'0:16.040',92.889
'0:16.044',92.828
'0:16.048',93.011
'0:16.052',92.950
'0:16.056',92.766
'0:16.060',92.889
'0:16.064',93.011
'0:16.068',92.889
'0:16.072',92.644
'0:16.076',93.011
'0:16.080',92.950
'0:16.084',92.889
'0:16.088',92.766
'0:16.092',93.011
'0:16.096',92.889
'0:16.100',92.828
'0:16.104',92.889
'0:16.108',92.889
'0:16.112',92.828
'0:16.116',92.828
'0:16.120',93.072
'0:16.124',92.889
'0:16.128',92.766
'0:16.132',92.828
'0:16.136',93.072
'0:16.140',92.889
'0:16.144',92.889
'0:16.148',92.950
'0:16.152',92.950
'0:16.156',92.828
'0:16.160',92.889
'0:16.164',93.011
'0:16.168',92.889
'0:16.172',92.828
'0:16.176',92.889
'0:16.180',92.889
'0:16.184',92.705
'0:16.188',92.889
'0:16.192',92.889
'0:16.196',92.889
'0:16.200',92.889
'0:16.204',92.889
'0:16.208',92.889
'0:16.212',92.705
'0:16.216',92.950
'0:16.220',93.011
'0:16.224',92.889
'0:16.228',92.705
'0:16.232',92.889
'0:16.236',93.011
'0:16.240',92.889
'0:16.244',92.766
'0:16.248',92.950
'0:16.252',92.889
'0:16.256',92.766
'0:16.260',92.889
'0:16.264',92.950
'0:16.268',92.889
'0:16.272',92.766
'0:16.276',92.889
'0:16.280',92.889
'0:16.284',92.828
'0:16.288',92.828
'0:16.292',92.889
'0:16.296',92.889
'0:16.300',92.828
'0:16.304',92.950
'0:16.308',92.889
'0:16.312',92.828
'0:16.316',92.828
'0:16.320',93.133
'0:16.324',92.950
'0:16.328',92.828
'0:16.332',92.828
'0:16.336',93.011
'0:16.340',92.889
'0:16.344',92.828
'0:16.348',92.889
'0:16.352',92.889
'0:16.356',92.889
'0:16.360',92.889
'0:16.364',93.011
'0:16.368',92.889
'0:16.372',92.889
'0:16.376',92.889
'0:16.380',93.011
'0:16.384',92.828
'0:16.388',92.889
'0:16.392',92.889
'0:16.396',92.828
'0:16.400',92.766
'0:16.404',93.011
'0:16.408',92.889
'0:16.412',92.828
'0:16.416',92.950
'0:16.420',93.011
'0:16.424',92.950
'0:16.428',92.705
'0:16.432',93.011
'0:16.436',92.950
'0:16.440',92.828
'0:16.444',92.828
'0:16.448',92.950
'0:16.452',92.889
'0:16.456',92.828
'0:16.460',92.889
'0:16.464',93.011
'0:16.468',92.889
'0:16.472',92.705
'0:16.476',92.950
'0:16.480',92.889
'0:16.484',92.889
'0:16.488',92.766
'0:16.492',92.889
'0:16.496',92.889
'0:16.500',92.889
'0:16.504',93.011
'0:16.508',92.950
'0:16.512',92.705
'0:16.516',92.889
'0:16.520',93.072
'0:16.524',92.950
'0:16.528',92.828
'0:16.532',92.889
'0:16.536',93.072
'0:16.540',92.828
'0:16.544',92.889
'0:16.548',92.889
'0:16.552',92.889
'0:16.556',92.889
'0:16.560',92.889
'0:16.564',92.889
'0:16.568',92.828
'0:16.572',92.828
'0:16.576',92.889
'0:16.580',92.889
'0:16.584',92.766
'0:16.588',93.011
'0:16.592',92.828
'0:16.596',92.889
'0:16.600',92.828
'0:16.604',93.072
'0:16.608',92.889
'0:16.612',92.766
'0:16.616',92.950
'0:16.620',93.072
'0:16.624',92.889
'0:16.628',92.705
'0:16.632',92.950
'0:16.636',92.889
'0:16.640',92.889
'0:16.644',92.828
'0:16.648',93.011
'0:16.652',92.889
'0:16.656',92.766
'0:16.660',92.889
'0:16.664',93.011
'0:16.668',92.889
'0:16.672',92.705
'0:16.676',92.950
'0:16.680',92.950
'0:16.684',92.950
'0:16.688',92.889
'0:16.692',92.889
'0:16.696',92.828
'0:16.700',92.889
'0:16.704',92.950
'0:16.708',92.950
'0:16.712',92.766
'0:16.716',92.766
'0:16.720',92.950
'0:16.724',92.889
'0:16.728',92.705
'0:16.732',92.828
'0:16.736',92.889
'0:16.740',92.828
'0:16.744',92.828
'0:16.748',92.889
'0:16.752',92.889
'0:16.756',92.828
'0:16.760',92.889
'0:16.764',92.889
'0:16.768',92.828
'0:16.772',92.889
'0:16.776',92.889
'0:16.780',92.889
'0:16.784',92.705
'0:16.788',92.889
'0:16.792',92.889
'0:16.796',92.889
'0:16.800',92.766
'0:16.804',93.072
'0:16.808',92.889
'0:16.812',92.705
'0:16.816',92.828
'0:16.820',93.011
'0:16.824',92.889
'0:16.828',92.766
'0:16.832',93.011
'0:16.836',92.950
'0:16.840',92.828
'0:16.844',92.766
'0:16.848',93.011
'0:16.852',92.889
'0:16.856',92.828
'0:16.860',92.828
'0:16.864',92.950
'0:16.868',92.889
'0:16.872',92.889
'0:16.876',92.889
'0:16.880',92.889
'0:16.884',92.828
'0:16.888',92.889
'0:16.892',93.011
'0:16.896',92.766
'0:16.900',92.889
'0:16.904',92.889
'0:16.908',92.950
'0:16.912',92.828
'0:16.916',92.889
'0:16.920',92.889
'0:16.924',92.889
'0:16.928',92.705
'0:16.932',92.828
'0:16.936',92.889
'0:16.940',92.766
'0:16.944',92.889
'0:16.948',92.889
'0:16.952',92.828
'0:16.956',92.705
'0:16.960',92.889
'0:16.964',92.828
'0:16.968',92.766
'0:16.972',92.828
'0:16.976',92.828
'0:16.980',92.828
'0:16.984',92.705
'0:16.988',92.950
'0:16.992',92.889
'0:16.996',92.705
'0:17.000',92.705
'0:17.004',93.072
'0:17.008',92.950
'0:17.012',92.705
'0:17.016',92.766
'0:17.020',92.950
'0:17.024',92.889
'0:17.028',92.828
'0:17.032',92.950
'0:17.036',92.950
'0:17.040',92.889
'0:17.044',92.766
'0:17.048',93.072
'0:17.052',92.889
'0:17.056',92.828
'0:17.060',92.828
'0:17.064',92.950
'0:17.068',92.889
'0:17.072',92.889
'0:17.076',92.889
'0:17.080',92.889
'0:17.084',92.828
'0:17.088',92.889
'0:17.092',92.950
'0:17.096',92.889
'0:17.100',92.889
'0:17.104',92.889
'0:17.108',92.950
'0:17.112',92.766
'0:17.116',92.889
'0:17.120',92.889
'0:17.124',92.889
'0:17.128',92.828
'0:17.132',92.889
'0:17.136',92.889
'0:17.140',92.705
'0:17.144',92.889
'0:17.148',93.011
'0:17.152',92.889
'0:17.156',92.705
'0:17.160',92.889
'0:17.164',92.889
'0:17.168',92.889
'0:17.172',92.889
'0:17.176',92.950
'0:17.180',92.828
'0:17.184',92.766
'0:17.188',93.011
'0:17.192',92.889
'0:17.196',92.766
'0:17.200',92.828
'0:17.204',93.072
'0:17.208',92.889
'0:17.212',92.889
'0:17.216',92.889
'0:17.220',93.072
'0:17.224',92.889
'0:17.228',92.828
'0:17.232',92.950
'0:17.236',92.889
'0:17.240',92.889
'0:17.244',92.828
'0:17.248',92.950
'0:17.252',92.889
'0:17.256',92.828
'0:17.260',92.766
'0:17.264',93.011
'0:17.268',92.889
'0:17.272',92.889
'0:17.276',92.889
'0:17.280',92.889
'0:17.284',92.889
'0:17.288',92.889
'0:17.292',93.011
'0:17.296',92.828
'0:17.300',92.889
'0:17.304',92.950
'0:17.308',92.889
'0:17.312',92.644
'0:17.316',92.889
'0:17.320',92.889
'0:17.324',92.828
'0:17.328',92.828
'0:17.332',92.889
'0:17.336',92.828
'0:17.340',92.766
'0:17.344',92.889
'0:17.348',92.950
'0:17.352',92.889
'0:17.356',92.705
'0:17.360',92.889
'0:17.364',92.889
'0:17.368',92.889
'0:17.372',92.766
'0:17.376',92.950
'0:17.380',92.889
'0:17.384',92.705
'0:17.388',92.950
'0:17.392',92.950
'0:17.396',92.766
'0:17.400',92.705
'0:17.404',93.072
'0:17.408',92.889
'0:17.412',92.705
'0:17.416',92.766
'0:17.420',93.072
'0:17.424',92.828
'0:17.428',92.828
'0:17.432',92.889
'0:17.436',92.950
'0:17.440',92.828
'0:17.444',92.766
'0:17.448',93.011
'0:17.452',92.889
'0:17.456',92.889
'0:17.460',92.766
'0:17.464',92.950
'0:17.468',92.828
'0:17.472',92.889
'0:17.476',92.889
'0:17.480',92.889
'0:17.484',92.889
'0:17.488',92.950
'0:17.492',92.889
'0:17.496',92.705
'0:17.500',92.889
'0:17.504',92.950
'0:17.508',92.828
'0:17.512',92.705
'0:17.516',92.889
'0:17.520',92.889
'0:17.524',92.889
'0:17.528',92.889
'0:17.532',92.950
'0:17.536',92.889
'0:17.540',92.705
'0:17.544',92.950
'0:17.548',93.011
'0:17.552',92.828
'0:17.556',92.828
'0:17.560',92.950
'0:17.564',92.950
'0:17.568',92.889
'0:17.572',92.828
'0:17.576',93.011
'0:17.580',92.828
'0:17.584',92.766
'0:17.588',92.950
'0:17.592',92.889
'0:17.596',92.705
'0:17.600',92.705
'0:17.604',93.072
'0:17.608',92.889
'0:17.612',92.766
'0:17.616',92.828
'0:17.620',93.011
'0:17.624',92.828
'0:17.628',92.889
'0:17.632',92.889
'0:17.636',93.011
'0:17.640',92.889
'0:17.644',92.828
'0:17.648',93.011
'0:17.652',92.889
'0:17.656',92.889
'0:17.660',92.889
'0:17.664',92.889
'0:17.668',92.828
'0:17.672',92.950
'0:17.676',92.828
'0:17.680',92.766
'0:17.684',92.766
'0:17.688',92.950
'0:17.692',92.828
'0:17.696',92.644
'0:17.700',92.889
'0:17.704',92.950
'0:17.708',92.889
'0:17.712',92.705
'0:17.716',92.889
'0:17.720',92.889
'0:17.724',92.889
'0:17.728',92.828
'0:17.732',92.950
'0:17.736',92.889
'0:17.740',92.828
'0:17.744',92.889
'0:17.748',93.072
'0:17.752',92.828
'0:17.756',92.705
'0:17.760',93.072
'0:17.764',92.889
'0:17.768',92.766
'0:17.772',92.828
'0:17.776',93.011
'0:17.780',92.828
'0:17.784',92.828
'0:17.788',92.889
'0:17.792',93.011
'0:17.796',92.705
'0:17.800',92.766
'0:17.804',93.072
'0:17.808',92.889
'0:17.812',92.889
'0:17.816',92.766
'0:17.820',92.950
'0:17.824',92.889
'0:17.828',92.889
'0:17.832',92.889
'0:17.836',92.889
'0:17.840',92.766
'0:17.844',92.828
'0:17.848',92.950
'0:17.852',92.828
'0:17.856',92.828
'0:17.860',92.889
'0:17.864',92.889
'0:17.868',92.828
'0:17.872',92.889
'0:17.876',92.828
'0:17.880',92.766
'0:17.884',92.766
'0:17.888',93.072
'0:17.892',92.828
'0:17.896',92.705
'0:17.900',92.889
'0:17.904',93.011
'0:17.908',92.828
'0:17.912',92.766
'0:17.916',92.950
'0:17.920',92.889
'0:17.924',92.889
'0:17.928',92.766
'0:17.932',93.072
'0:17.936',92.828
'0:17.940',92.828
'0:17.944',92.950
'0:17.948',93.011
'0:17.952',92.828
'0:17.956',92.828
'0:17.960',93.011
'0:17.964',92.828
'0:17.968',92.889
'0:17.972',92.828
'0:17.976',92.950
'0:17.980',92.766
'0:17.984',92.705
'0:17.988',92.889
'0:17.992',92.889
'0:17.996',92.766
'0:18.000',92.889
'0:18.004',93.011
'0:18.008',92.828
'0:18.012',92.828
'0:18.016',92.889
'0:18.020',92.950
'0:18.024',92.828
'0:18.028',92.828
'0:18.032',92.889
'0:18.036',92.889
'0:18.040',92.828
'0:18.044',92.889
'0:18.048',92.950
'0:18.052',92.828
'0:18.056',92.889
'0:18.060',92.889
'0:18.064',92.828
'0:18.068',92.705
'0:18.072',92.950
'0:18.076',92.828
'0:18.080',92.828
'0:18.084',92.828
'0:18.088',92.889
'0:18.092',92.889
'0:18.096',92.766
'0:18.100',92.889
'0:18.104',93.072
'0:18.108',92.889
'0:18.112',92.705
'0:18.116',92.950
'0:18.120',92.889
'0:18.124',92.828
'0:18.128',92.766
'0:18.132',93.011
'0:18.136',92.889
'0:18.140',92.889
'0:18.144',92.889
'0:18.148',92.889
'0:18.152',92.889
'0:18.156',92.889
'0:18.160',92.950
'0:18.164',92.889
'0:18.168',92.828
'0:18.172',92.889
'0:18.176',93.072
'0:18.180',92.889
'0:18.184',92.889
'0:18.188',93.011
'0:18.192',93.072
'0:18.196',92.828
'0:18.200',92.828
'0:18.204',92.889
'0:18.208',92.889
'0:18.212',92.889
'0:18.216',92.950
'0:18.220',93.011
'0:18.224',92.828
'0:18.228',92.889
'0:18.232',92.889
'0:18.236',92.889
'0:18.240',92.828
'0:18.244',92.889
'0:18.248',92.889
'0:18.252',92.889
'0:18.256',92.889
'0:18.260',92.889
'0:18.264',92.889
'0:18.268',92.828
'0:18.272',92.950
'0:18.276',92.889
'0:18.280',92.828
'0:18.284',92.828
'0:18.288',93.011
'0:18.292',92.828
'0:18.296',92.766
'0:18.300',92.889
'0:18.304',93.072
'0:18.308',92.828
'0:18.312',92.828
'0:18.316',93.011
'0:18.320',92.950
'0:18.324',92.766
'0:18.328',92.828
'0:18.332',93.072
'0:18.336',92.889
'0:18.340',92.766
'0:18.344',92.889
'0:18.348',93.011
'0:18.352',92.889
'0:18.356',92.889
'0:18.360',92.950
'0:18.364',92.889
'0:18.368',92.889
'0:18.372',92.889
'0:18.376',93.011
'0:18.380',92.889
'0:18.384',92.889
'0:18.388',92.889
'0:18.392',92.889
'0:18.396',92.828
'0:18.400',92.950
'0:18.404',92.889
'0:18.408',92.889
'0:18.412',92.828
'0:18.416',92.889
'0:18.420',92.889
'0:18.424',92.828
'0:18.428',92.889
'0:18.432',92.889
'0:18.436',92.889
'0:18.440',92.828
'0:18.444',92.950
'0:18.448',92.889
'0:18.452',92.766
'0:18.456',92.889
'0:18.460',92.889
'0:18.464',92.644
'0:18.468',92.766
'0:18.472',93.011
'0:18.476',92.889
'0:18.480',92.705
'0:18.484',92.705
'0:18.488',92.950
'0:18.492',92.828
'0:18.496',92.705
'0:18.500',92.828
'0:18.504',92.889
'0:18.508',92.766
'0:18.512',92.583
'0:18.516',92.889
'0:18.520',92.828
'0:18.524',92.766
'0:18.528',92.644
'0:18.532',92.889
'0:18.536',92.828
'0:18.540',92.705
'0:18.544',92.766
'0:18.548',92.889
'0:18.552',92.766
'0:18.556',92.828
'0:18.560',92.828
'0:18.564',92.705
'0:18.568',92.828
'0:18.572',92.828
'0:18.576',92.889
'0:18.580',92.766
'0:18.584',92.766
'0:18.588',92.889
'0:18.592',92.889
'0:18.596',92.644
'0:18.600',92.828
'0:18.604',92.766
'0:18.608',92.766
'0:18.612',92.766
'0:18.616',92.766
'0:18.620',92.828
'0:18.624',92.644
'0:18.628',92.828
'0:18.632',92.889
'0:18.636',92.705
'0:18.640',92.644
'0:18.644',92.828
'0:18.648',92.766
'0:18.652',92.705
'0:18.656',92.766
'0:18.660',92.889
'0:18.664',92.766
'0:18.668',92.705
'0:18.672',92.889
'0:18.676',92.889
'0:18.680',92.644
'0:18.684',92.705
'0:18.688',93.011
'0:18.692',92.828
'0:18.696',92.644
'0:18.700',92.766
'0:18.704',92.889
'0:18.708',92.705
'0:18.712',92.644
'0:18.716',92.889
'0:18.720',92.766
'0:18.724',92.644
'0:18.728',92.766
'0:18.732',92.889
'0:18.736',92.705
'0:18.740',92.705
'0:18.744',92.705
'0:18.748',92.889
'0:18.752',92.705
'0:18.756',92.889
'0:18.760',92.889
'0:18.764',92.705
'0:18.768',92.828
'0:18.772',92.889
'0:18.776',92.889
'0:18.780',92.705
'0:18.784',92.889
'0:18.788',92.828
'0:18.792',92.889
'0:18.796',92.644
'0:18.800',92.828
'0:18.804',92.766
'0:18.808',92.705
'0:18.812',92.705
'0:18.816',92.828
'0:18.820',92.766
'0:18.824',92.705
'0:18.828',92.828
'0:18.832',92.889
'0:18.836',92.766
'0:18.840',92.705
'0:18.844',92.889
'0:18.848',92.766
'0:18.852',92.766
'0:18.856',92.889
'0:18.860',92.828
'0:18.864',92.705
'0:18.868',92.766
'0:18.872',93.011
'0:18.876',92.889
'0:18.880',92.644
'0:18.884',92.644
'0:18.888',92.950
'0:18.892',92.828
'0:18.896',92.644
'0:18.900',92.828
'0:18.904',92.889
'0:18.908',92.705
'0:18.912',92.705
'0:18.916',92.766
'0:18.920',92.828
'0:18.924',92.644
'0:18.928',92.828
'0:18.932',92.889
'0:18.936',92.889
'0:18.940',92.828
'0:18.944',92.828
'0:18.948',92.889
'0:18.952',92.766
'0:18.956',92.889
'0:18.960',92.766
'0:18.964',92.766
'0:18.968',92.705
'0:18.972',92.889
'0:18.976',92.766
'0:18.980',92.644
'0:18.984',92.705
'0:18.988',92.889
'0:18.992',92.828
'0:18.996',92.644
'0:19.000',92.889
'0:19.004',92.705
'0:19.008',92.705
'0:19.012',92.766
'0:19.016',92.889
'0:19.020',92.644
'0:19.024',92.705
'0:19.028',92.828
'0:19.032',92.889
'0:19.036',92.705
'0:19.040',92.705
'0:19.044',92.889
'0:19.048',92.766
'0:19.052',92.766
'0:19.056',92.766
'0:19.060',92.889
'0:19.064',92.705
'0:19.068',92.705
'0:19.072',92.950
'0:19.076',92.889
'0:19.080',92.644
'0:19.084',92.828
'0:19.088',93.011
'0:19.092',92.828
'0:19.096',92.766
'0:19.100',92.705
'0:19.104',92.950
'0:19.108',92.766
'0:19.112',92.889
'0:19.116',92.766
'0:19.120',92.766
'0:19.124',92.766
'0:19.128',92.766
'0:19.132',92.889
'0:19.136',92.828
'0:19.140',92.889
'0:19.144',92.705
'0:19.148',92.828
'0:19.152',92.766
